#OTU ID	Domain	Phylum	Class	Order	Family	Genus	Species
189406	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
189397	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
189387	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
189288	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
189248	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
189171	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
189127	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
189109	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
189024	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188973	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
188969	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188920	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
188883	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188862	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
188845	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188842	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188786	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188741	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Dehalobacteriaceae	 Dehalobacterium	 
188740	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188697	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188607	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
188576	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188548	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188536	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188533	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
188527	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
188523	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188457	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188427	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188402	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
188399	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188355	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188225	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
188187	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188137	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
188116	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188112	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
188078	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
188052	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
188013	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187989	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187962	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
187807	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
187790	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
187768	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187759	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187744	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187720	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187673	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
187654	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187644	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
187561	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
187535	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187359	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187294	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Odoribacteraceae]	 Odoribacter	 
187281	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
187235	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
187233	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
187153	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
187028	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
186940	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186935	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186886	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
186872	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
186779	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
186773	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
186760	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186714	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 [Paraprevotellaceae]	 [Prevotella]	 
186711	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 	 
186707	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186630	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
186555	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186526	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186499	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186406	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
186393	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186352	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
186332	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
186233	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	 distasonis
186162	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
186043	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
186028	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185989	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185974	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185923	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
185917	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185915	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
185854	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
185754	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185695	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185692	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
185628	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185614	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185552	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185550	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185519	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
185506	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
185483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185441	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
185353	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185234	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185177	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185162	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
185127	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185126	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185125	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
185084	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
185029	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
185012	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
184966	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184765	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184753	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
184695	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
184584	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184517	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
184484	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
184456	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
184381	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
184329	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
184318	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184314	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
184259	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184151	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
184122	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
184084	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
183927	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
183907	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
183838	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
183832	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
183829	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
183805	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
183773	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
183731	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
183630	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
183581	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
183545	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
183480	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
183478	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
